Voltage_measured,Current_measured,Temperature_measured,Current_charge,Voltage_charge,Time_uniform,dV_dt,dT_dt
4.182953948410693,1.449168548307425,6.523458299610804,1.4579285714285715,4.998,119.0,0.0006925280252678689,0.006883364676700587
4.1836464764359595,1.4480460583510393,6.530341664287504,1.457,4.998,120.0,0.0006925280252669808,0.006883364676699699
4.184263652864491,1.447707343660688,6.5368260007298105,1.45645,4.998,121.0,0.0006171764285314296,0.006484336442306393
4.184880829293023,1.4473686289703367,6.543310337172117,1.4559,4.998,122.0,0.0006171764285323178,0.006484336442306393
4.185498005721555,1.4470299142799854,6.549794673614423,1.45535,4.998,123.0,0.0006171764285314296,0.006484336442306393
4.186115182150086,1.446691199589634,6.55627901005673,1.4548,4.998,124.0,0.0006171764285314296,0.006484336442306393
4.1867323585786185,1.4463524848992826,6.562763346499036,1.45425,4.998,125.0,0.0006171764285323178,0.006484336442306393
4.18734953500715,1.4460137702089313,6.569247682941342,1.4537,4.998,126.0,0.0006171764285314296,0.006484336442306393
4.187966711435682,1.44567505551858,6.575732019383649,1.45315,4.998,127.0,0.0006171764285323178,0.006484336442306393
4.188583887864214,1.4453363408282287,6.582216355825955,1.4526,4.998,128.0,0.0006171764285314296,0.006484336442306393
4.189119289796765,1.444252057356076,6.587704146114907,1.4517875,4.998,129.0,0.0005354019325514159,0.005487790288952077
4.1896546917293165,1.4431677738839235,6.593191936403859,1.450975,4.998,130.0,0.0005354019325514159,0.005487790288952077
4.190190093661868,1.4420834904117708,6.598679726692811,1.4501624999999998,4.998,131.0,0.0005354019325514159,0.005487790288952077
4.190725495594419,1.440999206939618,6.604167516981764,1.44935,4.998,132.0,0.0005354019325514159,0.005487790288952965
4.19126089752697,1.4399149234674655,6.6096553072707165,1.4485375,4.998,133.0,0.0005354019325505277,0.005487790288952077
4.191796299459521,1.4388306399953128,6.615143097559669,1.447725,4.998,134.0,0.0005354019325514159,0.005487790288952077
4.192331701392073,1.4377463565231603,6.620630887848621,1.4469124999999998,4.998,135.0,0.0005354019325514159,0.005487790288952077
4.192867103324624,1.4366620730510076,6.626118678137573,1.4461,4.998,136.0,0.0005354019325514159,0.005487790288952077
4.1932981319974125,1.4360953096462123,6.633758642748911,1.4453666666666667,4.998,137.0,0.00043102867278843604,0.0076399646113385344
4.1937291606702,1.4355285462414171,6.641398607360251,1.4446333333333332,4.998,138.0,0.00043102867278754786,0.007639964611339423
4.1941601893429885,1.4349617828366221,6.649038571971589,1.4439,4.998,139.0,0.00043102867278843604,0.0076399646113385344
4.194591218015777,1.434395019431827,6.656678536582929,1.4431666666666667,4.998,140.0,0.00043102867278843604,0.007639964611339423
4.1950222466885645,1.4338282560270317,6.664318501194267,1.4424333333333332,4.998,141.0,0.00043102867278754786,0.0076399646113385344
4.195453275361353,1.4332614926222365,6.671958465805607,1.4417,4.998,142.0,0.00043102867278843604,0.007639964611339423
4.195884304034141,1.4326947292174415,6.679598430416945,1.4409666666666667,4.998,143.0,0.00043102867278843604,0.0076399646113385344
4.196315332706929,1.4321279658126462,6.6872383950282845,1.4402333333333333,4.998,144.0,0.00043102867278754786,0.007639964611339423
4.196746361379717,1.431561202407851,6.694878359639623,1.4395,4.998,145.0,0.00043102867278843604,0.0076399646113385344
4.197207088237998,1.430988910816218,6.697220232531844,1.438825,4.998,146.0,0.00046072685828058013,0.0023418728922210974
4.197667815096278,1.4304166192245849,6.699562105424066,1.43815,4.998,147.0,0.00046072685827969195,0.0023418728922219856
4.198128541954558,1.4298443276329518,6.701903978316287,1.437475,4.998,148.0,0.00046072685828058013,0.0023418728922210974
4.198589268812839,1.4292720360413185,6.704245851208508,1.4367999999999999,4.998,149.0,0.00046072685828058013,0.0023418728922210974
4.199049995671119,1.4286997444496854,6.7065877241007295,1.4361249999999999,4.998,150.0,0.00046072685828058013,0.0023418728922210974
4.1995107225294,1.4281274528580523,6.7089295969929506,1.43545,4.998,151.0,0.00046072685828058013,0.0023418728922210974
4.19997144938768,1.4275551612664192,6.7112714698851725,1.434775,4.998,152.0,0.00046072685827969195,0.0023418728922219856
4.20043217624596,1.4269828696747862,6.713613342777394,1.4341,4.998,153.0,0.00046072685828058013,0.0023418728922210974
4.2008484735300335,1.42606938655645,6.7210207115811995,1.43335,4.998,154.0,0.00041629728407333033,0.0074073688038058805
4.201264770814106,1.4251559034381138,6.728428080385005,1.4325999999999999,4.998,155.0,0.00041629728407244215,0.0074073688038058805
4.201681068098179,1.4242424203197779,6.735835449188811,1.4318499999999998,4.998,156.0,0.00041629728407333033,0.0074073688038058805
4.202097365382253,1.4233289372014417,6.743242817992617,1.4310999999999998,4.998,157.0,0.00041629728407333033,0.0074073688038058805
4.202513662666325,1.4224154540831055,6.750650186796423,1.43035,4.998,158.0,0.00041629728407244215,0.0074073688038058805
4.202929959950398,1.4215019709647696,6.758057555600229,1.4296,4.998,159.0,0.00041629728407333033,0.0074073688038058805
4.203346257234471,1.4205884878464334,6.765464924404035,1.42885,4.998,160.0,0.00041629728407244215,0.0074073688038058805
4.203762554518544,1.4196750047280973,6.772872293207841,1.4281,4.998,161.0,0.00041629728407333033,0.0074073688038058805
4.2041546911883545,1.4190798053057745,6.779325164573746,1.4274875,4.998,162.0,0.0003921366698103057,0.006452871365905111
4.204546827858165,1.418484605883452,6.78577803593965,1.426875,4.998,163.0,0.0003921366698103057,0.0064528713659042225
4.204938964527975,1.4178894064611294,6.792230907305555,1.4262625,4.998,164.0,0.0003921366698103057,0.006452871365905111
4.205331101197785,1.4172942070388066,6.79868377867146,1.42565,4.998,165.0,0.0003921366698103057,0.006452871365905111
4.205723237867597,1.4166990076164838,6.805136650037365,1.4250375,4.998,166.0,0.0003921366698111939,0.006452871365905111
4.206115374537407,1.4161038081941613,6.8115895214032705,1.424425,4.998,167.0,0.0003921366698103057,0.006452871365905111
4.206507511207217,1.4155086087718387,6.818042392769175,1.4238125,4.998,168.0,0.0003921366698103057,0.0064528713659042225
4.2068996478770275,1.414913409349516,6.82449526413508,1.4232,4.998,169.0,0.0003921366698103057,0.006452871365905111
4.206871934537968,1.4124908460445067,6.830267813699811,1.4206555555555556,4.996666666666667,170.0,-2.7713339059154407e-05,0.005772549564730944
4.20684422119891,1.4100682827394975,6.836040363264543,1.418111111111111,4.995333333333334,171.0,-2.771333905826623e-05,0.0057725495647318326
4.206816507859851,1.4076457194344882,6.8418129128292735,1.4155666666666666,4.994,172.0,-2.7713339059154407e-05,0.005772549564730944
4.206788794520793,1.405223156129479,6.847585462394005,1.4130222222222222,4.992666666666667,173.0,-2.771333905826623e-05,0.0057725495647318326
4.2067610811817335,1.40280059282447,6.853358011958736,1.410477777777778,4.991333333333333,174.0,-2.7713339059154407e-05,0.005772549564730944
4.206733367842675,1.4003780295194608,6.859130561523468,1.4079333333333335,4.99,175.0,-2.771333905826623e-05,0.0057725495647318326
4.206705654503616,1.3979554662144515,6.864903111088199,1.405388888888889,4.988666666666666,176.0,-2.7713339059154407e-05,0.005772549564730944
4.206677941164558,1.3955329029094423,6.870675660652931,1.4028444444444446,4.987333333333333,177.0,-2.771333905826623e-05,0.0057725495647318326
4.206650227825499,1.393110339604433,6.876448210217662,1.4003,4.986,178.0,-2.7713339059154407e-05,0.005772549564730944
4.206568907405816,1.3906711240482383,6.883299946972117,1.3976375,4.984375,179.0,-8.132041968256232e-05,0.00685173675445494
4.206487586986134,1.3882319084920436,6.890151683726572,1.394975,4.982749999999999,180.0,-8.132041968256232e-05,0.00685173675445494
4.206406266566451,1.3857926929358488,6.897003420481027,1.3923125,4.981125,181.0,-8.132041968256232e-05,0.00685173675445494
4.206324946146768,1.383353477379654,6.903855157235482,1.38965,4.9795,182.0,-8.132041968256232e-05,0.00685173675445494
4.206243625727086,1.3809142618234593,6.9107068939899365,1.3869875,4.977875,183.0,-8.132041968256232e-05,0.00685173675445494
4.206162305307403,1.3784750462672646,6.9175586307443915,1.384325,4.97625,184.0,-8.132041968256232e-05,0.00685173675445494
4.206080984887721,1.3760358307110698,6.924410367498846,1.3816625,4.974625,185.0,-8.132041968256232e-05,0.00685173675445494
4.205999664468038,1.373596615154875,6.931262104253301,1.379,4.973,186.0,-8.132041968256232e-05,0.00685173675445494
4.206176745473869,1.3731750369807176,6.935270862719055,1.378725,4.973,187.0,0.00017708100583124775,0.004008758465753992
4.206353826479702,1.3727534588065602,6.939279621184809,1.37845,4.973,188.0,0.00017708100583213593,0.004008758465753992
4.206530907485533,1.372331880632403,6.943288379650563,1.378175,4.973,189.0,0.00017708100583124775,0.004008758465753992
4.206707988491365,1.3719103024582455,6.947297138116317,1.3779,4.973,190.0,0.00017708100583213593,0.004008758465753992
4.206885069497196,1.371488724284088,6.951305896582072,1.377625,4.973,191.0,0.00017708100583124775,0.00400875846575488
4.2070621505030275,1.3710671461099309,6.955314655047826,1.37735,4.973,192.0,0.00017708100583124775,0.004008758465753992
4.20723923150886,1.3706455679357734,6.95932341351358,1.377075,4.973,193.0,0.00017708100583213593,0.004008758465753992
4.207416312514691,1.370223989761616,6.963332171979334,1.3768,4.973,194.0,0.00017708100583124775,0.004008758465753992
4.207259380385091,1.3675320665692499,6.967520214795777,1.3742875,4.971375,195.0,-0.00015693212959977387,0.004188042816442916
4.207102448255491,1.3648401433768838,6.971708257612221,1.371775,4.9697499999999994,196.0,-0.00015693212959977387,0.004188042816443804
4.2069455161258915,1.3621482201845179,6.975896300428664,1.3692625,4.968125,197.0,-0.00015693212959977387,0.004188042816442916
4.206788583996292,1.3594562969921518,6.980084343245107,1.3667500000000001,4.9665,198.0,-0.00015693212959977387,0.004188042816442916
4.206631651866692,1.3567643737997857,6.9842723860615505,1.3642375,4.964875,199.0,-0.00015693212959977387,0.004188042816443804
4.206474719737092,1.3540724506074198,6.9884604288779935,1.361725,4.96325,200.0,-0.00015693212959977387,0.004188042816442916
4.206317787607492,1.3513805274150537,6.992648471694437,1.3592125,4.961625,201.0,-0.00015693212959977387,0.004188042816443804
4.206160855477893,1.3486886042226875,6.99683651451088,1.3567,4.96,202.0,-0.00015693212959977387,0.004188042816442916
4.2062929085441825,1.34853795552554,7.001259102037667,1.3563888888888889,4.96,203.0,0.00013205306628982783,0.004422587526787147
4.206424961610472,1.348387306828392,7.005681689564455,1.3560777777777777,4.96,204.0,0.00013205306628982783,0.0044225875267880355
4.206557014676761,1.3482366581312444,7.0101042770912425,1.3557666666666668,4.96,205.0,0.00013205306628893965,0.004422587526787147
4.206689067743051,1.3480860094340967,7.01452686461803,1.3554555555555556,4.96,206.0,0.00013205306628982783,0.004422587526787147
4.206821120809341,1.3479353607369489,7.018949452144818,1.3551444444444445,4.96,207.0,0.00013205306628982783,0.0044225875267880355
4.206953173875631,1.3477847120398012,7.023372039671605,1.3548333333333333,4.96,208.0,0.00013205306628982783,0.004422587526787147
4.20708522694192,1.3476340633426536,7.027794627198392,1.3545222222222224,4.96,209.0,0.00013205306628893965,0.004422587526787147
4.2072172800082095,1.3474834146455057,7.03221721472518,1.3542111111111113,4.96,210.0,0.00013205306628982783,0.0044225875267880355
4.207349333074499,1.347332765948358,7.036639802251967,1.3539,4.96,211.0,0.00013205306628982783,0.004422587526787147
4.207152839603503,1.3452364557403147,7.036883170774913,1.351525,4.9585,212.0,-0.00019649347099637282,0.00024336852294570832
4.206956346132506,1.3431401455322716,7.0371265392978595,1.34915,4.957,213.0,-0.000196493470997261,0.0002433685229465965
4.206759852661509,1.3410438353242282,7.037369907820805,1.346775,4.9555,214.0,-0.00019649347099637282,0.00024336852294570832
4.206563359190513,1.3389475251161849,7.037613276343752,1.3444,4.954000000000001,215.0,-0.00019649347099637282,0.0002433685229465965
4.206366865719517,1.3368512149081415,7.0378566448666975,1.342025,4.952500000000001,216.0,-0.00019649347099637282,0.00024336852294570832
4.20617037224852,1.3347549047000982,7.038100013389643,1.33965,4.9510000000000005,217.0,-0.00019649347099637282,0.00024336852294570832
4.205973878777523,1.332658594492055,7.03834338191259,1.337275,4.9495000000000005,218.0,-0.000196493470997261,0.0002433685229465965
4.205777385306527,1.3305622842840117,7.0385867504355355,1.3349,4.948,219.0,-0.00019649347099637282,0.00024336852294570832
4.205909606866536,1.3298531101795088,7.022443166087856,1.334625,4.948,220.0,0.00013222156000924912,-0.016143584347679152
4.206041828426544,1.329143936075006,7.006299581740177,1.33435,4.948,221.0,0.00013222156000836094,-0.016143584347679152
4.206174049986553,1.328434761970503,6.990155997392498,1.334075,4.948,222.0,0.00013222156000924912,-0.016143584347679152
4.206306271546563,1.3277255878660001,6.974012413044819,1.3338,4.948,223.0,0.00013222156000924912,-0.016143584347679152
4.206438493106572,1.3270164137614973,6.95786882869714,1.333525,4.948,224.0,0.00013222156000924912,-0.016143584347679152
4.206570714666581,1.3263072396569944,6.941725244349461,1.33325,4.948,225.0,0.00013222156000924912,-0.016143584347679152
4.2067029362265895,1.3255980655524915,6.925581660001781,1.332975,4.948,226.0,0.00013222156000836094,-0.016143584347679152
4.206835157786599,1.3248888914479886,6.909438075654102,1.3327,4.948,227.0,0.00013222156000924912,-0.016143584347679152
4.206980412473035,1.3248308270508642,6.889879409665975,1.3325111111111112,4.948,228.0,0.00014525468643622474,-0.01955866598812772
4.20712566715947,1.3247727626537396,6.870320743677846,1.3323222222222222,4.948,229.0,0.00014525468643533657,-0.01955866598812861
4.207270921845907,1.3247146982566151,6.850762077689718,1.3321333333333334,4.948,230.0,0.00014525468643622474,-0.01955866598812772
4.207416176532343,1.3246566338594907,6.83120341170159,1.3319444444444444,4.948,231.0,0.00014525468643622474,-0.01955866598812861
4.207561431218778,1.324598569462366,6.811644745713462,1.3317555555555556,4.948,232.0,0.00014525468643533657,-0.01955866598812772
4.207706685905214,1.3245405050652417,6.792086079725333,1.3315666666666666,4.948,233.0,0.00014525468643622474,-0.01955866598812861
4.207851940591651,1.3244824406681173,6.772527413737206,1.3313777777777778,4.948,234.0,0.00014525468643622474,-0.01955866598812772
